,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV37616,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV37617,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV37618,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV37619,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV37620,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,NA
ASV37621,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,NA
ASV37622,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA
ASV37623,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
ASV37624,Bacteria,Planctomycetota,Phycisphaerae,mle1-8,NA,NA,NA
ASV37625,Bacteria,Proteobacteria,Alphaproteobacteria,Zavarziniales,NA,NA,NA
ASV37626,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
ASV37627,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37628,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,NA
ASV37629,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,NA
ASV37630,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA
ASV37631,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
ASV37632,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,aggregatus
ASV37633,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV37634,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA
ASV37635,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,NA
ASV37636,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
ASV37637,Bacteria,Chloroflexi,Anaerolineae,SJA-15,NA,NA,NA
ASV37638,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
ASV37639,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV37640,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV37641,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ASV37642,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
ASV37643,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV37644,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV37645,Bacteria,NA,NA,NA,NA,NA,NA
ASV37646,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV37647,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
ASV37648,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV37649,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,NA,NA,NA
ASV37650,Bacteria,Myxococcota,Myxococcia,Myxococcales,NA,NA,NA
ASV37651,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 15,NA,NA,NA
ASV37652,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV37653,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
ASV37654,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA
ASV37655,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
ASV37656,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Risungbinella,NA
ASV37657,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV37658,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,NA,NA,NA
ASV37659,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
ASV37660,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA,NA
ASV37661,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV37662,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,NA
ASV37663,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV37664,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,NA,NA,NA
ASV37665,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexus,NA,NA
ASV37666,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV37667,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,longiquaesitum
ASV37668,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,NA
ASV37669,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,NA
ASV37670,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Alkaliphilus,NA,NA
ASV37671,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV37672,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV37673,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,NA
ASV37674,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV37675,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,marina
ASV37676,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
ASV37677,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
ASV37678,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV37679,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA
ASV37680,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
ASV37681,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV37682,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37683,Bacteria,Planctomycetota,Pla4 lineage,NA,NA,NA,NA
ASV37684,Bacteria,Acidobacteriota,Subgroup 11,NA,NA,NA,NA
ASV37685,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,NA
ASV37686,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV37687,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37688,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
ASV37689,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
ASV37690,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,NA,NA
ASV37691,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37692,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
ASV37693,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Paracraurococcus,ruber
ASV37694,Bacteria,NA,NA,NA,NA,NA,NA
ASV37695,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV37696,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37697,Bacteria,Methylomirabilota,Methylomirabilia,Methylomirabilales,Methylomirabilaceae,Candidatus Methylomirabilis,NA
ASV37698,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,JTB255 marine benthic group,NA
ASV37699,Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA,NA
ASV37700,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),NA,NA
ASV37701,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV37702,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV37703,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV37704,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV37705,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV37706,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
ASV37707,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,NA
ASV37708,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV37709,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV37710,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV37711,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
ASV37712,Bacteria,Desulfobacterota,Desulfuromonadia,Geothermobacteraceae,Geothermobacter,NA,NA
ASV37713,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,NA,NA
ASV37714,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV37715,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
ASV37716,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,ochraceum
ASV37717,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV37718,Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,Symbiobacteraceae,Symbiobacterium,NA
ASV37719,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
ASV37720,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV37721,Bacteria,NA,NA,NA,NA,NA,NA
ASV37722,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV37723,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV37724,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
ASV37725,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37726,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Rhizocola,NA
ASV37727,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV37728,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV37729,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,NA
ASV37730,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
ASV37731,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
ASV37732,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
ASV37733,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,NA
ASV37734,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,NA
ASV37735,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,NA
ASV37736,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV37737,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV37738,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ASV37739,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,bugurensis
ASV37740,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV37741,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV37742,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV37743,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV37744,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
ASV37745,Bacteria,NA,NA,NA,NA,NA,NA
ASV37746,Bacteria,Patescibacteria,Microgenomatia,Candidatus Pacebacteria,NA,NA,NA
ASV37747,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,indologenes
ASV37748,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,NA,NA,NA
ASV37749,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV37750,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
ASV37751,Bacteria,NA,NA,NA,NA,NA,NA
ASV37752,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV37753,Bacteria,NA,NA,NA,NA,NA,NA
ASV37754,Bacteria,Actinobacteriota,NA,NA,NA,NA,NA
ASV37755,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,NA
ASV37756,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,NA
ASV37757,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV37758,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37759,Bacteria,Acidobacteriota,Subgroup 11,NA,NA,NA,NA
ASV37760,Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV37761,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,NA
ASV37762,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Parvibaculum,NA
ASV37763,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,NA,NA,NA
ASV37764,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,NA
ASV37765,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
ASV37766,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,NA,NA,NA
ASV37767,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37768,Bacteria,WS2,NA,NA,NA,NA,NA
ASV37769,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37770,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37771,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37772,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV37773,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV37774,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37775,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV37776,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV37777,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,NA
ASV37778,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Sporomusa,NA
ASV37779,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV37780,Bacteria,NA,NA,NA,NA,NA,NA
ASV37781,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Chujaibacter,soli
ASV37782,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ASV37783,Bacteria,NA,NA,NA,NA,NA,NA
ASV37784,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,NA,NA
ASV37785,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,NA,NA
ASV37786,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,NA
ASV37787,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV37788,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV37789,Bacteria,Acidobacteriota,Blastocatellia,DS-100,NA,NA,NA
ASV37790,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
ASV37791,Bacteria,NA,NA,NA,NA,NA,NA
ASV37792,Bacteria,NA,NA,NA,NA,NA,NA
ASV37793,Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,Fonticella,NA
ASV37794,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,NA,NA,NA
ASV37795,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV37796,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
ASV37797,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA
ASV37798,Bacteria,Chloroflexi,OLB14,NA,NA,NA,NA
ASV37799,Bacteria,NA,NA,NA,NA,NA,NA
ASV37800,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV37801,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
ASV37802,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV37803,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,NA
ASV37804,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,NA
ASV37805,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Cryptanaerobacter,NA,NA
ASV37806,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV37807,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV37808,Bacteria,NA,NA,NA,NA,NA,NA
ASV37809,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
ASV37810,Bacteria,NA,NA,NA,NA,NA,NA
ASV37811,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
ASV37812,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
ASV37813,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV37814,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV37815,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV37816,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
ASV37817,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA
ASV37818,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,NA,NA
ASV37819,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV37820,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV37821,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
ASV37822,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV37823,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV37824,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV37825,Bacteria,NA,NA,NA,NA,NA,NA
ASV37826,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37827,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
ASV37828,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
ASV37829,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV37830,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV37831,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA,NA
ASV37832,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA
ASV37833,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ASV37834,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA
ASV37835,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,occulta
ASV37836,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV37837,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,rosea
ASV37838,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula,goksoyri
ASV37839,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
ASV37840,Bacteria,NA,NA,NA,NA,NA,NA
ASV37841,Bacteria,NA,NA,NA,NA,NA,NA
ASV37842,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,NA
ASV37843,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV37844,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
ASV37845,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1,NA
ASV37846,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA,NA
ASV37847,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,NA,NA
ASV37848,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
ASV37849,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV37850,Bacteria,NA,NA,NA,NA,NA,NA
ASV37851,Bacteria,NA,NA,NA,NA,NA,NA
ASV37852,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV37853,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,NA,NA
ASV37854,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV37855,Bacteria,Planctomycetota,Phycisphaerae,Pla1 lineage,NA,NA,NA
ASV37856,Bacteria,Actinobacteriota,NA,NA,NA,NA,NA
ASV37857,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV37858,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,NA
ASV37859,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV37860,Bacteria,Chloroflexi,NA,NA,NA,NA,NA
ASV37861,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
ASV37862,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Rhizocola,NA
ASV37863,Bacteria,Actinobacteriota,NA,NA,NA,NA,NA
ASV37864,Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,Vulgatibacter,NA
ASV37865,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,NA
ASV37866,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,NA
ASV37867,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
ASV37868,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,NA
ASV37869,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,occulta
ASV37870,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV37871,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV37872,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV37873,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
ASV37874,Bacteria,Chloroflexi,SHA-26,NA,NA,NA,NA
ASV37875,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV37876,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,NA,NA,NA
ASV37877,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,atsumiense
ASV37878,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
ASV37879,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
ASV37880,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
ASV37881,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV37882,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV37883,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,aestuarii
ASV37884,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodopila,NA
ASV37885,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Terriglobus,NA
ASV37886,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV37887,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
ASV37888,Bacteria,Actinobacteriota,NA,NA,NA,NA,NA
ASV37889,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV37890,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,NA
ASV37891,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
ASV37892,Bacteria,PAUC34f,NA,NA,NA,NA,NA
ASV37893,Bacteria,NA,NA,NA,NA,NA,NA
ASV37894,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV37895,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,NA
ASV37896,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
ASV37897,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV37898,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,NA
ASV37899,Bacteria,NA,NA,NA,NA,NA,NA
ASV37900,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,NA
